,Date,Startup,Vertical,SubVertical,City,Investor,Type,Amount in cr,month,year
3034,2016-06-10,madrat_games,technology,Wearable Gaming Platform,bangalore,Ratan Tata,Seed Funding,0.0,6,2016
3035,2016-06-10,madrat_games,technology,Wearable Gaming Platform,bangalore, Bhavish Aggarwal,Seed Funding,0.0,6,2016
3036,2016-06-10,madrat_games,technology,Wearable Gaming Platform,bangalore, Ankit Bhati,Seed Funding,0.0,6,2016
3037,2016-06-10,madrat_games,technology,Wearable Gaming Platform,bangalore, Binny Bansal,Seed Funding,0.0,6,2016
3038,2016-06-10,madrat_games,technology,Wearable Gaming Platform,bangalore, Girish Mathrubootham,Seed Funding,0.0,6,2016
3039,2016-06-11,jazzmyride,ecommerce,Auto Parts & Accessories eTailer,delhi,TVS Automobile Solutions Ltd,Private Equity,0.0,6,2016
3040,2016-06-11,autosense,technology,Data Analytics based Customer Management Services,delhi,TVS Automobile Solutions Ltd,Private Equity,0.0,6,2016
3041,2016-06-11,redsun_telematics,consumer_internet,Internet of Things Platform,chennai,TVS Automobile Solutions Ltd,Private Equity,0.0,6,2016
3042,2016-06-13,khanagadi,consumer_internet,Online Food Delivery for Train Travelers,jaipur,50K Ventures,Seed Funding,0.0,6,2016
3043,2016-06-13,bombay_shirt_company,ecommerce,Online custom Shirt retailer,mumbai,undisclosed investor,Private Equity,8.5,6,2016
3044,2016-06-14,edtechreview,consumer_internet,Education based online portal,delhi,EVC Ventures,Seed Funding,0.0,6,2016
3045,2016-06-14,bonhomia,food_beverage,Premium Tea & Coffee Capsules maker,delhi,Valpro Capital and existing investors,Private Equity,0.0,6,2016
3046,2016-06-14,gobolt,logistics,B2B Logistics provider,delhi,MCube8,Seed Funding,0.0,6,2016
3047,2016-06-14,jivox,technology,Data Driven Advertising platform,bangalore,You & Mr Jones,Private Equity,51.0,6,2016
3048,2016-06-14,jivox,technology,Data Driven Advertising platform,bangalore, Fortisure Ventures,Private Equity,51.0,6,2016
3049,2016-06-14,jivox,technology,Data Driven Advertising platform,bangalore, Diaz Nesamoney,Private Equity,51.0,6,2016
3050,2016-06-14,sminq,consumer_internet,Queue management Mobile app,pune,Saama Capital,Seed Funding,8.5,6,2016
3051,2016-06-14,sminq,consumer_internet,Queue management Mobile app,pune, Blume Ventures & Vaibhav Domkundwar,Seed Funding,8.5,6,2016
3052,2016-06-14,curejoy,consumer_internet,Online Alternative health community platform,bangalore,Accel Partners India,Private Equity,37.4,6,2016
3053,2016-06-15,onewaycab,consumer_internet,Taxi Rental Platform,vadodara,Indian Angel Network,Seed Funding,3.825,6,2016
3054,2016-06-15,grabonrent,ecommerce,On-demand product rental marketplace,bangalore,IvyCap Ventures and Unicorn India Ventures,Private Equity,0.0,6,2016
3055,2016-06-16,diro_labs,consumer_internet,Contact Management Mobile App,delhi,Info Edge (India) Ltd,Private Equity,3.825,6,2016
3056,2016-06-16,unnati_helpers,consumer_internet,Help Hiring Platform,gurgaon,Info Edge (India) Ltd,Private Equity,5.1,6,2016
3057,2016-06-16,athletto,consumer_internet,Sports Venue discovery and booking platform,bangalore,Atul Ingle,Seed Funding,0.0,6,2016
3058,2016-06-16,saavn,consumer_internet,Web/Mobile Music Streaming service,usa,Guy Oseary,Private Equity,0.0,6,2016
3059,2016-06-16,voonik,ecommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,bangalore,Sequoia Capital,Private Equity,170.0,6,2016
3060,2016-06-16,thinkphi,technology,Sustainable Green Tech Solution developer,mumbai,Nimmagadda Prasad,Seed Funding,0.0,6,2016
3061,2016-06-17,cleartax,consumer_internet,Online Tax Filing Platform,delhi,Ravi Adusumalli,Private Equity,102.0,6,2016
3062,2016-06-17,cleartax,consumer_internet,Online Tax Filing Platform,delhi, SAIF Partners,Private Equity,102.0,6,2016
3063,2016-06-17,silvan_innovation_labs,technology,Home Automation Solutions,bangalore,Infuse Ventures,Private Equity,7.65,6,2016
3064,2016-06-17,greythr,technology,Payroll & HR Software Developer,bangalore,New Enterprise Associates (NEA),Private Equity,44.2,6,2016
3065,2016-06-17,greythr,technology,Payroll & HR Software Developer,bangalore, Blume Ventures,Private Equity,44.2,6,2016
3066,2016-06-17,duffl,ecommerce,Fashion Rental Marketplace,bangalore,BetOnIndia Technology Pvt Ltd,Seed Funding,0.0,6,2016
3067,2016-06-17,byg,consumer_internet,Fitness centre Discovery & Booking Mobile app,bangalore,Sanjay Verma,Seed Funding,0.0,6,2016
3068,2016-06-17,byg,consumer_internet,Fitness centre Discovery & Booking Mobile app,bangalore, Amit Khanna (LetsVenture),Seed Funding,0.0,6,2016
3069,2016-06-20,dipper,ecommerce,Freight Logistics Marketplace,delhi,Undisclosed investor,Seed Funding,0.0,6,2016
3070,2016-06-20,qonfuse,consumer_internet,Online Test Papers for competitive exams,delhi,Hamraj Kumar,Seed Funding,0.0,6,2016
3071,2016-06-20,the_indian_iris,consumer_internet,Govt Policy Research & Information portal,ahmedabad,Timbru Ventures,Seed Funding,0.0,6,2016
3072,2016-06-21,onspoon,consumer_internet,Online Platform for Event Sponsorship,mumbai,Swan Angel Network,Seed Funding,1.275,6,2016
3073,2016-06-21,restate,consumer_internet,Real Estate Platform,bangalore,Idein Ventures,Seed Funding,0.0,6,2016
3074,2016-06-21,cleartrip,consumer_internet,Online Travel Agency,mumbai,Concur Technologies,Private Equity,0.0,6,2016
3075,2016-06-21,cleartrip,consumer_internet,Online Travel Agency,mumbai, Gund Investment,Private Equity,0.0,6,2016
3076,2016-06-21,procmart,consumer_internet,Online Procurement Marketplace,noida,IndiaMart,Private Equity,0.0,6,2016
3077,2016-06-21,celerix,technology,Fintech Product Development & Services Startup,bangalore,Bitkemy Ventures,Seed Funding,3.4,6,2016
3078,2016-06-21,naturenama,consumer_internet,Online Outdoors & travel,mumbai,Unicorn Venture,Seed Funding,1.9125,6,2016
3079,2016-06-21,cyclopsmedtech,technology,Medical Technology Provider,bangalore,CP Bothra,Seed Funding,0.0,6,2016
3080,2016-06-21,syona_cosmetics,fmcg,Beauty Products & Training to Salons & Spas,chennai,The Chennai Angels,Seed Funding,1.275,6,2016
3081,2016-06-21,prettysecrets,ecommerce,Women Lingerie Store,mumbai,RB Investments PTE Ltd,Private Equity,51.0,6,2016
3082,2016-06-21,prettysecrets,ecommerce,Women Lingerie Store,mumbai, Orios Venture Partners,Private Equity,51.0,6,2016
3083,2016-06-22,spiderg,consumer_internet,Online invoice app for SMEs,pune,Rahul Kirloskar,Seed Funding,1.275,6,2016
3084,2016-06-22,spiderg,consumer_internet,Online invoice app for SMEs,pune, Fusion Tech Ventures,Seed Funding,1.275,6,2016
3085,2016-06-22,spiderg,consumer_internet,Online invoice app for SMEs,pune, Adi Saravanan,Seed Funding,1.275,6,2016
3086,2016-06-22,spiderg,consumer_internet,Online invoice app for SMEs,pune, Pravin Dongre,Seed Funding,1.275,6,2016
3087,2016-06-22,spiderg,consumer_internet,Online invoice app for SMEs,pune, Mahendra Doshi,Seed Funding,1.275,6,2016
3088,2016-06-23,fareye,technology,Logistics Management Software,delhi,Saif Partners,Private Equity,29.75,6,2016
3089,2016-06-23,the_uolo,consumer_internet,School Parent Communication App,bangalore,Purvi Ventures,Seed Funding,1.785,6,2016
3090,2016-06-23,the_uolo,consumer_internet,School Parent Communication App,bangalore, Rajul Garg,Seed Funding,1.785,6,2016
3091,2016-06-23,the_uolo,consumer_internet,School Parent Communication App,bangalore, Vipin Arora,Seed Funding,1.785,6,2016
3092,2016-06-23,staqu,technology,Artificial Intelligence based search platform,gurgaon,Indian Angel Network,Seed Funding,0.0,6,2016
3093,2016-06-23,padhopadhao,consumer_internet,Home Tutors search & Discovery,delhi,Rise India,Private Equity,0.0,6,2016
3094,2016-06-24,drivify,consumer_internet,Professional Driver discovery & Booking Mobile app,mumbai,Jitendra Gupta,Seed Funding,0.425,6,2016
3095,2016-06-24,drivify,consumer_internet,Professional Driver discovery & Booking Mobile app,mumbai, Pankaj Tripathi,Seed Funding,0.425,6,2016
3096,2016-06-24,pratilipi,consumer_internet,Multi-Lingual self-publishing platform,bangalore,Nexus Venture Partners,Seed Funding,0.0,6,2016
3097,2016-06-24,parablu,technology,Cloud Data Security & Privacy Solutions,bangalore,Kalaari Capital,Seed Funding,4.25,6,2016
3098,2016-06-24,schedulers_logistics,logistics,Cold Storage Logistics solutions,mumbai,GVFL,Private Equity,51.0,6,2016
3099,2016-06-24,leap_india,others,Supply Chain Equipment & Services provider,mumbai,Mayfield Ventures,Private Equity,25.5,6,2016
3100,2016-06-24,kabadiexpress,others,Free Door Step Scrap Pickup Service,delhi,Undisclosed investor,Seed Funding,1.258,6,2016
3101,2016-06-27,yourdost,consumer_internet,Online counselling & Personal coaching platform,bangalore,SAIF Partners,Seed Funding,10.2,6,2016
3102,2016-06-27,yourdost,consumer_internet,Online counselling & Personal coaching platform,bangalore, Aprameya Radhakrishnan,Seed Funding,10.2,6,2016
3103,2016-06-27,yourdost,consumer_internet,Online counselling & Personal coaching platform,bangalore, Phanindra Sama,Seed Funding,10.2,6,2016
3104,2016-06-27,yourdost,consumer_internet,Online counselling & Personal coaching platform,bangalore, Subba Rao Telidevara,Seed Funding,10.2,6,2016
3105,2016-06-27,yourdost,consumer_internet,Online counselling & Personal coaching platform,bangalore, Vibhu Garg,Seed Funding,10.2,6,2016
3106,2016-06-27,yourdost,consumer_internet,Online counselling & Personal coaching platform,bangalore, Paula Ravindra Mariwala,Seed Funding,10.2,6,2016
3107,2016-06-27,yourdost,consumer_internet,Online counselling & Personal coaching platform,bangalore, Gaurav Bhalotia,Seed Funding,10.2,6,2016
3108,2016-06-27,gomalon,consumer_internet,Online Spa & Salon discovery & Booking platform,bangalore,Undisclosed investor,Seed Funding,0.85,6,2016
3109,2016-06-27,voler_cars,consumer_internet,Self-Driven Car rental platform,delhi,Kanodia family,Seed Funding,0.0,6,2016
3110,2016-06-27,voler_cars,consumer_internet,Self-Driven Car rental platform,delhi, Amit Banka,Seed Funding,0.0,6,2016
3111,2016-06-27,travelyaari,consumer_internet,Online ticket booking platform,bangalore,GVFL Ltd,Private Equity,25.5,6,2016
3112,2016-06-28,fabhotels,consumer_internet,Online Hotel aggregator & Booking platform,gurgaon,Accel Partners,Private Equity,68.0,6,2016
3113,2016-06-28,fabhotels,consumer_internet,Online Hotel aggregator & Booking platform,gurgaon, RB Investments,Private Equity,68.0,6,2016
3114,2016-06-28,locanix,technology,GPS based SaaS Solutions,ahmedabad,Undisclosed investors,Seed Funding,2.55,6,2016
3115,2016-06-28,lendingkart,consumer_internet,Online Working Capital Business Loans Platform,ahmedabad,Bertelsmann India Investments,Private Equity,272.0,6,2016
3116,2016-06-28,lendingkart,consumer_internet,Online Working Capital Business Loans Platform,ahmedabad, Mayfield India,Private Equity,272.0,6,2016
3117,2016-06-28,lendingkart,consumer_internet,Online Working Capital Business Loans Platform,ahmedabad, Saama Capital,Private Equity,272.0,6,2016
3118,2016-06-28,lendingkart,consumer_internet,Online Working Capital Business Loans Platform,ahmedabad, India Quotient,Private Equity,272.0,6,2016
3119,2016-06-28,hello_tax,consumer_internet,Online Tax Filing Platform,delhi,Sanjeev Sinha,Seed Funding,2.5075,6,2016
3120,2016-06-28,mysuperbrain,consumer_internet,Online Talent Discovery Platform for Kids,hyderabad,Soniks Consulting,Seed Funding,0.0,6,2016
3121,2016-06-28,blogbeats,consumer_internet,Online Blogging Platform,bangalore,Undisclosed Investor,Seed Funding,0.0,6,2016
3122,2016-06-29,letreach,ecommerce,ECommerce SAAS Solutions,delhi,vCommission,Private Equity,0.85,6,2016
3123,2016-06-29,trendieapp,technology,Visual Content Marketing,kolkata,Harsh Vardhan Hada,Seed Funding,0.425,6,2016
3124,2016-06-29,impactguru,consumer_internet,Crowdfunding Platform,mumbai,Piyush Jain,Seed Funding,0.0,6,2016
3125,2016-06-29,velvetcase,ecommerce,Online designer jewellery marketplace,mumbai,Uniqorn Ventures Fund,Private Equity,12.75,6,2016
3126,2016-06-29,velvetcase,ecommerce,Online designer jewellery marketplace,mumbai, TV Mohandas Pai,Private Equity,12.75,6,2016
3127,2016-06-29,velvetcase,ecommerce,Online designer jewellery marketplace,mumbai, S Somasegar,Private Equity,12.75,6,2016
3128,2016-06-30,meru_cabs,consumer_internet,Online/ Mobile Tax Cab booking,mumbai,Brand Capital,Private Equity,212.5,6,2016
3129,2016-06-30,campus_diaries,consumer_internet,Student focussed Content Discovery portal,bangalore,Aarin Capital,Seed Funding,1.87,6,2016
3130,2016-06-30,scripbox,consumer_internet,Online Mutual Fund Investment platform,bangalore,Omidyar Network,Private Equity,0.0,6,2016
3131,2016-06-30,scripbox,consumer_internet,Online Mutual Fund Investment platform,bangalore, Accel Partners & existing investors,Private Equity,0.0,6,2016
3132,2016-06-30,biryani_blues,food_beverage,QSR Chain,gurgaon,Carpediem Capital & Others,Private Equity,3.128,6,2016
3133,2016-05-01,motomojo,consumer_internet,Mobile based Vehicle maintenance App,mumbai,Niloufer Dundh,Seed Funding,0.0,5,2016
3134,2016-05-01,motomojo,consumer_internet,Mobile based Vehicle maintenance App,mumbai, Fauzan Rahim,Seed Funding,0.0,5,2016
3135,2016-05-01,motomojo,consumer_internet,Mobile based Vehicle maintenance App,mumbai, Balamurugan Mani,Seed Funding,0.0,5,2016
3136,2016-05-01,motomojo,consumer_internet,Mobile based Vehicle maintenance App,mumbai,,Seed Funding,0.0,5,2016
3137,2016-05-01,get_my_parking,technology,Parking Technology Platform,delhi,The Chennai Angels,Seed Funding,3.196,5,2016
3138,2016-05-01,prescribez,consumer_internet,Health Service Aggregator Platform,pune,Ankush Mehta,Seed Funding,1.2325,5,2016
3139,2016-05-02,airwood,technology,Agri Data & Analytics Platform,chennai,StartupXseed Ventures,Seed Funding,0.0,5,2016
3140,2016-05-03,mobikwik,consumer_internet,Mobile & Digital Wallet,gurgaon,GMO Payment Gateway,Private Equity,425.0,5,2016
3141,2016-05-03,mobikwik,consumer_internet,Mobile & Digital Wallet,gurgaon, MediaTek,Private Equity,425.0,5,2016
3142,2016-05-03,idreamcareer,consumer_internet,Career Planning Services Portal,delhi,Brand Capital,Private Equity,0.0,5,2016
3143,2016-05-03,zwayam,consumer_internet,Online Recruitment Platform,bangalore,Undisclosed investors,Seed Funding,2.125,5,2016
3144,2016-05-03,boibanit,consumer_internet,Online Food Delivery platform,vadodara,Undisclosed investors,Seed Funding,0.0,5,2016
3145,2016-05-03,zuver,consumer_internet,Car driver Discovery App,mumbai,Shruth & Smith Group,Seed Funding,1.53,5,2016
3146,2016-05-03,zuver,consumer_internet,Car driver Discovery App,mumbai, Hermes Group,Seed Funding,1.53,5,2016
3147,2016-05-03,prepathon,education,Competitive Exam learning platform,mumbai,Blume Ventures,Private Equity,0.0,5,2016
3148,2016-05-04,easyroads,consumer_internet,Road Trip planning Mobile app,mumbai,Rohan Angrish,Seed Funding,1.7,5,2016
3149,2016-05-04,easyroads,consumer_internet,Road Trip planning Mobile app,mumbai, Hrishi Oberoi,Seed Funding,1.7,5,2016
3150,2016-05-04,easyroads,consumer_internet,Road Trip planning Mobile app,mumbai, Rahul Mehta,Seed Funding,1.7,5,2016
3151,2016-05-04,easyroads,consumer_internet,Road Trip planning Mobile app,mumbai, Kapil Hetamsaria,Seed Funding,1.7,5,2016
3152,2016-05-04,easyroads,consumer_internet,Road Trip planning Mobile app,mumbai, Pranav Dedhia,Seed Funding,1.7,5,2016
3153,2016-05-04,lenskart,ecommerce,Eyewear & Accessories etailer,delhi,International Finance Corp,Private Equity,510.0,5,2016
3154,2016-05-04,lenskart,ecommerce,Eyewear & Accessories etailer,delhi, TPG Growth,Private Equity,510.0,5,2016
3155,2016-05-04,lenskart,ecommerce,Eyewear & Accessories etailer,delhi, Adveq Management,Private Equity,510.0,5,2016
3156,2016-05-04,lenskart,ecommerce,Eyewear & Accessories etailer,delhi, IDG Ventures,Private Equity,510.0,5,2016
3157,2016-05-04,lenskart,ecommerce,Eyewear & Accessories etailer,delhi, Ratan Tata,Private Equity,510.0,5,2016
3158,2016-05-04,lenskart,ecommerce,Eyewear & Accessories etailer,delhi, Kris Gopalakrishnan,Private Equity,510.0,5,2016
3159,2016-05-04,seclore,technology,Enterprise Security Technology platform,mumbai,Sistema Asia Fund,Private Equity,102.0,5,2016
3160,2016-05-04,seclore,technology,Enterprise Security Technology platform,mumbai, Helion Venture,Private Equity,102.0,5,2016
3161,2016-05-04,seclore,technology,Enterprise Security Technology platform,mumbai, VentureEast,Private Equity,102.0,5,2016
3162,2016-05-04,seclore,technology,Enterprise Security Technology platform,mumbai, India Alternatives,Private Equity,102.0,5,2016
3163,2016-05-04,solartown,technology,Solar Rooftop system installation company,chennai,Grex.in,Seed Funding,1.7,5,2016
3164,2016-05-04,comarete,technology,Telecom & Media IT services company,pune,Grex.in,Seed Funding,1.7,5,2016
3165,2016-05-04,mydentistchoice,ecommerce,Medical Supplies eTailer,hyderabad,Undisclosed investors,Seed Funding,1.275,5,2016
3166,2016-05-04,activeai,technology,Intelligent Tech platform for Finance vertical,singapore,Kalaari Capital Accelerator Program,Seed Funding,4.25,5,2016
3167,2016-05-04,affordplan,technology,Affordable non-emergency medical service health plans,delhi,Kalaari Capital Accelerator Program,Seed Funding,4.25,5,2016
3168,2016-05-04,indee,consumer_internet,Web Video Streaming Platform,bangalore,Kalaari Capital Accelerator Program,Seed Funding,4.25,5,2016
3169,2016-05-05,unbxd,technology,eCommerce product discovery software,delhi,IDG Ventures,Private Equity,0.0,5,2016
3170,2016-05-05,unbxd,technology,eCommerce product discovery software,delhi, Inventus Capital,Private Equity,0.0,5,2016
3171,2016-05-05,unbxd,technology,eCommerce product discovery software,delhi, Indian Angel Network,Private Equity,0.0,5,2016
3172,2016-05-05,weballigator,consumer_internet,Cloud Based Software Solutions,bangalore,Group of undisclosed Angel Investors & HNIs,Seed Funding,3.1875,5,2016
3173,2016-05-06,eduace_services,education,Education Workshops & mentoring programs,lucknow,MoMagic Technologies,Private Equity,8.5,5,2016
3174,2016-05-06,meesho,ecommerce,Social commerce platform,bangalore,Rajul Garg & Others,Seed Funding,0.0,5,2016
3175,2016-05-07,zebroads,logistics,Logistics and Warehousing services,hyderabad,Undisclosed investors,Seed Funding,0.6375,5,2016
3176,2016-05-09,locus,technology,Logistics Intelligence platform,bangalore,Exfinity Venture Partners,Private Equity,23.375,5,2016
3177,2016-05-09,locus,technology,Logistics Intelligence platform,bangalore, Blume Ventures,Private Equity,23.375,5,2016
3178,2016-05-09,locus,technology,Logistics Intelligence platform,bangalore, BeeNext,Private Equity,23.375,5,2016
3179,2016-05-09,locus,technology,Logistics Intelligence platform,bangalore, Rajesh Ranavat,Private Equity,23.375,5,2016
3180,2016-05-09,toko_innovations,consumer_internet,Children\\xe2\\x80\\x99s Entertainment Portal,bangalore,Roopak Saluja,Seed Funding,3.825,5,2016
3181,2016-05-09,toko_innovations,consumer_internet,Children\\xe2\\x80\\x99s Entertainment Portal,bangalore, Vishal Khare,Seed Funding,3.825,5,2016
3182,2016-05-09,rentickle,ecommerce,"Furniture, appliances Portal",delhi,Manish Kheterpal,Seed Funding,2.125,5,2016
3183,2016-05-09,rentickle,ecommerce,"Furniture, appliances Portal",delhi, Vinay Mittal,Seed Funding,2.125,5,2016
3184,2016-05-09,rentickle,ecommerce,"Furniture, appliances Portal",delhi, Dinesh Mittal,Seed Funding,2.125,5,2016
3185,2016-05-09,rentickle,ecommerce,"Furniture, appliances Portal",delhi, Sandeep Gupta,Seed Funding,2.125,5,2016
3186,2016-05-10,healthifyme,consumer_internet,Health & Fitness App,bangalore,IDG Ventures India,Private Equity,51.0,5,2016
3187,2016-05-10,healthifyme,consumer_internet,Health & Fitness App,bangalore, Inventus Capital,Private Equity,51.0,5,2016
3188,2016-05-10,healthifyme,consumer_internet,Health & Fitness App,bangalore, Blume Ventures,Private Equity,51.0,5,2016
3189,2016-05-10,zarget,consumer_internet,Conversion Rate Optimization Platform,chennai,Accel Partners,Private Equity,12.75,5,2016
3190,2016-05-10,zarget,consumer_internet,Conversion Rate Optimization Platform,chennai, Matrix Partners,Private Equity,12.75,5,2016
3191,2016-05-10,zarget,consumer_internet,Conversion Rate Optimization Platform,chennai, Girish Mathrubootham,Private Equity,12.75,5,2016
3192,2016-05-10,innonano_research,technology,Clean Water Technology,chennai,NanoHoldings,Private Equity,153.0,5,2016
3193,2016-05-10,schoolwear,ecommerce,School Uniform & Supplies Marketplace,mumbai,Undisclosed investors,Seed Funding,12.75,5,2016
3194,2016-05-10,swiggy,consumer_internet,Food Delivery Platform,bangalore,Norwest Venture Partners,Private Equity,59.5,5,2016
3195,2016-05-10,swiggy,consumer_internet,Food Delivery Platform,bangalore, DST Global,Private Equity,59.5,5,2016
3196,2016-05-10,swiggy,consumer_internet,Food Delivery Platform,bangalore, Accel Partners,Private Equity,59.5,5,2016
3197,2016-05-11,zenify,consumer_internet,Home rental Discovery & Booking Portal,bangalore,Undisclosed Investors,Private Equity,7.65,5,2016
3198,2016-05-11,faircent,consumer_internet,Online Peer to Peer Lending platform,gurgaon,JM Financial Products Ltd,Private Equity,0.0,5,2016
3199,2016-05-11,faircent,consumer_internet,Online Peer to Peer Lending platform,gurgaon, Arun Tadanki,Private Equity,0.0,5,2016
3200,2016-05-11,faircent,consumer_internet,Online Peer to Peer Lending platform,gurgaon, Doreswamy Nandkishore,Private Equity,0.0,5,2016
3201,2016-05-11,faircent,consumer_internet,Online Peer to Peer Lending platform,gurgaon, Kshitij Jain,Private Equity,0.0,5,2016
3202,2016-05-11,fractal_analytics,technology,Data Analytics Company,mumbai,Khazanah Nasional Berhad,Private Equity,850.0,5,2016
3203,2016-05-12,unacademy,consumer_internet,Free Online Education Platform,bangalore,Blume Ventures,Seed Funding,4.25,5,2016
3204,2016-05-12,unacademy,consumer_internet,Free Online Education Platform,bangalore, Rajan Anandan,Seed Funding,4.25,5,2016
3205,2016-05-12,unacademy,consumer_internet,Free Online Education Platform,bangalore, Sumit Jain,Seed Funding,4.25,5,2016
3206,2016-05-12,unacademy,consumer_internet,Free Online Education Platform,bangalore, Aprameya Radhakrishna,Seed Funding,4.25,5,2016
3207,2016-05-12,unacademy,consumer_internet,Free Online Education Platform,bangalore, Sujeet Kumar,Seed Funding,4.25,5,2016
3208,2016-05-12,unacademy,consumer_internet,Free Online Education Platform,bangalore, Phanindra Sama,Seed Funding,4.25,5,2016
3209,2016-05-12,capital_float,consumer_internet,Online Lending Platform,bangalore,Creation Investments Capital Management,Private Equity,212.5,5,2016
3210,2016-05-12,capital_float,consumer_internet,Online Lending Platform,bangalore, SAIF Partners,Private Equity,212.5,5,2016
3211,2016-05-12,capital_float,consumer_internet,Online Lending Platform,bangalore, Sequoia Capital,Private Equity,212.5,5,2016
3212,2016-05-12,capital_float,consumer_internet,Online Lending Platform,bangalore, Aspada Ventures,Private Equity,212.5,5,2016
3213,2016-05-12,life_circle,healthcare,Senior Healthcare Services,hyderabad,GROUPE SOS,Private Equity,1.275,5,2016
3214,2016-05-12,dream_wallets,consumer_internet,Online Crowdfunding platform,jaipur,Rakesh Gupta,Seed Funding,0.0,5,2016
3215,2016-05-12,dream_wallets,consumer_internet,Online Crowdfunding platform,jaipur, Aditya Aggarwal,Seed Funding,0.0,5,2016
3216,2016-05-12,dream_wallets,consumer_internet,Online Crowdfunding platform,jaipur, Siddharth Banerjee,Seed Funding,0.0,5,2016
3217,2016-05-12,dream_wallets,consumer_internet,Online Crowdfunding platform,jaipur, Vikas Ranjan,Seed Funding,0.0,5,2016
3218,2016-05-12,dream_wallets,consumer_internet,Online Crowdfunding platform,jaipur, Anshul Jindal,Seed Funding,0.0,5,2016
3219,2016-05-12,dream_wallets,consumer_internet,Online Crowdfunding platform,jaipur, Sunil Koul,Seed Funding,0.0,5,2016
3220,2016-05-12,dream_wallets,consumer_internet,Online Crowdfunding platform,jaipur, and Sanjeev Agrawal,Seed Funding,0.0,5,2016
3221,2016-05-12,shabdnagari,consumer_internet,Hindi social networking portal,kanpur,ah! Ventures,Seed Funding,0.0,5,2016
3222,2016-05-12,galleri5,consumer_internet,Visual Content Discovery platform,bangalore,Phanindra Sama,Seed Funding,0.0,5,2016
3223,2016-05-12,galleri5,consumer_internet,Visual Content Discovery platform,bangalore, Raghunandan G,Seed Funding,0.0,5,2016
3224,2016-05-12,galleri5,consumer_internet,Visual Content Discovery platform,bangalore,,Seed Funding,0.0,5,2016
3225,2016-05-12,derbii,logistics,Carpooling Services,gurgaon,Anurag Chauhan,Seed Funding,0.0,5,2016
3226,2016-05-13,stayzilla,consumer_internet,Budget Room Aggregator Booking platform,chennai,Matrix Partners,Private Equity,114.75,5,2016
3227,2016-05-13,stayzilla,consumer_internet,Budget Room Aggregator Booking platform,chennai, Nexus Ventures,Private Equity,114.75,5,2016
3228,2016-05-13,wow_express,logistics,E-Commerce Logistics Solutions,mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,18.7,5,2016
3229,2016-05-16,smartivity,ecommerce,Smart Learning products,delhi,S Chand,Private Equity,8.5,5,2016
3230,2016-05-16,smartivity,ecommerce,Smart Learning products,delhi, AdvantEdge Partners,Private Equity,8.5,5,2016
3231,2016-05-16,bedbathmore,consumer_internet,Home Decor eMarketplace,mumbai,Kinnevik Group,Private Equity,0.0,5,2016
3232,2016-05-16,bedbathmore,consumer_internet,Home Decor eMarketplace,mumbai, Rocket Internet,Private Equity,0.0,5,2016
3233,2016-05-17,murgency,consumer_internet,Medical Emergency Response App,mumbai,Rata Tata,Private Equity,0.0,5,2016
3234,2016-05-17,crownit,consumer_internet,Mobile customer rewards management platform,gurgaon,Undisclosed investors,Private Equity,0.0,5,2016
3235,2016-05-17,crownit,consumer_internet,Mobile customer rewards management platform,gurgaon, Accel Partners,Private Equity,0.0,5,2016
3236,2016-05-17,crownit,consumer_internet,Mobile customer rewards management platform,gurgaon, Helion Venture Partners,Private Equity,0.0,5,2016
3237,2016-05-17,blinge,ecommerce,Apparel Rental platform,mumbai,Anupam Mittal,Seed Funding,0.0,5,2016
3238,2016-05-17,blinge,ecommerce,Apparel Rental platform,mumbai, Anuj Srivastava,Seed Funding,0.0,5,2016
3239,2016-05-17,blinge,ecommerce,Apparel Rental platform,mumbai, Ankit Nagori,Seed Funding,0.0,5,2016
3240,2016-05-18,thesmartq,consumer_internet,Food Ordering Mobile App,bangalore,YourNest Angel Fund,Seed Funding,2.125,5,2016
3241,2016-05-18,purplehealth,consumer_internet,Online health-on-demand platform,triv,Katabole Technology Venture,Seed Funding,0.85,5,2016
3242,2016-05-18,purplehealth,consumer_internet,Online health-on-demand platform,rum,Katabole Technology Venture,Seed Funding,0.85,5,2016
3243,2016-05-18,fundamentor,education,Aptitude Development Program,pune,Subramanya SV,Seed Funding,0.0,5,2016
3244,2016-05-18,edupristine,education,Online Certification Courses,mumbai,Kaizen Management Advisors,Private Equity,85.0,5,2016
3245,2016-05-18,edupristine,education,Online Certification Courses,mumbai, DeVry Inc,Private Equity,85.0,5,2016
3246,2016-05-18,bhiveworkspace,reality,Co-Working Spaces,bangalore,Blume Ventures,Private Equity,8.5,5,2016
3247,2016-05-18,parentlane,consumer_internet,Parenting & Child Care app,bangalore,Sujeet Kumar,Seed Funding,0.0,5,2016
3248,2016-05-18,parentlane,consumer_internet,Parenting & Child Care app,bangalore, Aprameya,Seed Funding,0.0,5,2016
3249,2016-05-18,parentlane,consumer_internet,Parenting & Child Care app,bangalore, Sumit Jain,Seed Funding,0.0,5,2016
3250,2016-05-18,parentlane,consumer_internet,Parenting & Child Care app,bangalore, Subramanya Venkat,Seed Funding,0.0,5,2016
3251,2016-05-18,parentlane,consumer_internet,Parenting & Child Care app,bangalore, Venk,Seed Funding,0.0,5,2016
