,Date,Startup,Vertical,SubVertical,City,Investor,Type,Amount in cr,month,year
0,2020-01-09,byjus,e_tech,E-learning,bengaluru,Tiger Global Management,Private Equity Round,1700.0,1,2020
1,2020-01-13,shuttl,transportation,App based shuttle service,gurgaon,Susquehanna Growth Equity,Series C,68.411349,1,2020
2,2020-01-09,mamaearth,e_commerce,Retailer of baby and toddler products,bengaluru,Sequoia Capital India,Series B,156.05031,1,2020
3,2020-01-02,wealthbucket,fintech,Online Investment,delhi,Vinod Khatumal,Pre-series A,25.5,1,2020
4,2020-01-02,fashor,fashion_and_apparel,Embroiled Clothes For Women,mumbai,Sprout Venture Partners,Seed Round,15.3,1,2020
5,2020-01-13,pando,logistics,"Open-market, freight management platform",chennai,Chiratae Ventures,Series A,76.5,1,2020
6,2020-01-10,zomato,hospitality,Online Food Delivery Platform,gurgaon,Ant Financial,Private Equity Round,1275.0,1,2020
7,2019-12-12,ecozen,technology,Agritech,pune,Sathguru Catalyzer Advisors,Series A,51.0,12,2019
8,2019-12-06,cardekho,e_commerce,Automobile,gurgaon,Ping An Global Voyager Fund,Series D,595.0,12,2019
9,2019-12-03,dhruva_space,aerospace,Satellite Communication,bengaluru,Mumbai Angels,Seed,425.0,12,2019
10,2019-12-03,dhruva_space,aerospace,Satellite Communication,bengaluru, Ravikanth Reddy,Seed,425.0,12,2019
11,2019-12-13,rivigo,technology,Logistics Services and Solutions,gurgaon,SAIF Partners,Series F,170.0,12,2019
12,2019-12-13,rivigo,technology,Logistics Services and Solutions,gurgaon, Spring Canter Investment Ltd.,Series F,170.0,12,2019
13,2019-12-17,healthians,b2b_focused_foodtech_startup,Food Solutions For Corporate,bengaluru,Paytm,Series C,102.0,12,2019
14,2019-12-17,healthians,b2b_focused_foodtech_startup,Food Solutions For Corporate,bengaluru, NPTK,Series C,102.0,12,2019
15,2019-12-17,healthians,b2b_focused_foodtech_startup,Food Solutions For Corporate,bengaluru, Sabre Partners and Neoplux,Series C,102.0,12,2019
16,2019-12-16,licious,e_commerce,Online Meat And Seafood Ordering Startup,bengaluru,Vertex Growth Fund,Series E,255.0,12,2019
17,2019-12-16,incred,finance,Non-Banking Financial Company,mumbai,Undisclosed,Debt Funding,50.15,12,2019
18,2019-12-14,trell,video,Experience Discovery Platform,bengaluru,Ruizheng Investment,Seed Round,17.0,12,2019
19,2019-12-11,rein_games,gaming,Real money based gaming startup,noida,Manipal Education and Medical Group (MEMG),Seed Round,425.0,12,2019
20,2019-12-20,lenskartcom,e_commerce,Online Eyewear Shopping Portal,faridabad,SoftBank Vision Fund,Series G,1963.5,12,2019
21,2019-11-13,freshworks,software,Business and customer engagement tools,sanfrancisco,Sequoia,Series H,1275.0,11,2019
22,2019-11-13,freshworks,software,Business and customer engagement tools,sanfrancisco, CapitalG,Series H,1275.0,11,2019
23,2019-11-13,freshworks,software,Business and customer engagement tools,sanfrancisco, Accel,Series H,1275.0,11,2019
24,2019-11-14,misters,health_and_wellness,Men's Health and Wellness brand,gurgaon,Sauce.vc,Series B,4.131,11,2019
25,2019-11-14,misters,health_and_wellness,Men's Health and Wellness brand,gurgaon, Rainforest Ventures,Series B,4.131,11,2019
26,2019-11-13,sunstone_eduversity_pvt_ltd,education,Elearning,gurgaon,Prime Venture Partners,Seed,12.75,11,2019
27,2019-11-13,sunstone_eduversity_pvt_ltd,education,Elearning,gurgaon, LetsVenture,Seed,12.75,11,2019
28,2019-11-13,sunstone_eduversity_pvt_ltd,education,Elearning,gurgaon, PS1 Venture and GlobalLogic co-founder Rajul Garg,Seed,12.75,11,2019
29,2019-11-18,healthians,health_and_wellness,Healthcare services,gurgaon,DG Daiwa Ventures,Series B,102.0,11,2019
30,2019-11-18,healthians,health_and_wellness,Healthcare services,gurgaon, DG Incubation,Series B,102.0,11,2019
31,2019-11-15,ninjacart,b2b_marketing,Agritech,bengaluru,Trifecta Capital Advisors,Debt Funding,221.0,11,2019
32,2019-11-20,aye_finance,fintech,Financial Services To MSMEs,gurgaon,FinTech,Debt Funding,147.9957525,11,2019
33,2019-11-12,supergaming,video_games,Social gaming platform,pune,Dream Incubator,Seed Funding,11.05,11,2019
34,2019-11-20,clumio,saas,Recovery software,sanjoseOR,Altimeter Capital,Series C,1147.5,11,2019
35,2019-11-20,clumio,saas,Recovery software,sanjoseOR, Sutter Hill Ventures,Series C,1147.5,11,2019
36,2019-11-11,ebikego,last_mile_transportation,Electric bike rental,amritsar,Startup Buddy,Seed,2.55,11,2019
37,2019-11-19,digital_mall_asia,e_commerce,Virtual e-commerce platform,delhi,Amour Infrastructure,Seed Funding,1870.0,11,2019
38,2019-11-18,medikabazaar,healthcare,B2B platform for medical supplies,mumbai,Ackermans & van Haaren,Series B,134.3,11,2019
39,2019-11-18,medikabazaar,healthcare,B2B platform for medical supplies,mumbai, HealthQuad,Series B,134.3,11,2019
40,2019-11-18,medikabazaar,healthcare,B2B platform for medical supplies,mumbai, Rebright Partners,Series B,134.3,11,2019
41,2019-11-18,medikabazaar,healthcare,B2B platform for medical supplies,mumbai, Toppan Printing,Series B,134.3,11,2019
42,2019-11-15,vogo_automotive,last_mile_transportation,Scooter sharing app,kormangala,Matrix Partners,Series B,2405.5,11,2019
43,2019-11-15,vogo_automotive,last_mile_transportation,Scooter sharing app,kormangala, Stellaris Venture Partners,Series B,2405.5,11,2019
44,2019-11-15,vogo_automotive,last_mile_transportation,Scooter sharing app,kormangala, Kalaari Capital,Series B,2405.5,11,2019
45,2019-11-25,paytm,fintech,Mobile Wallet,noida,Vijay Shekhar Sharma,Funding Round,8500.0,11,2019
46,2019-10-04,dunzo,customer_service,Delivery Service,bengaluru,Lightbox,Series D,382.5,10,2019
47,2019-10-02,udaan,b2b,Business development,bengaluru,Altimeter Capital,Series D,4972.5,10,2019
48,2019-10-02,udaan,b2b,Business development,bengaluru, DST Global,Series D,4972.5,10,2019
49,2019-09-05,fpl_technologies,fintech,Financial Services,pune,Matrix Partners India,Maiden Round,38.25,9,2019
50,2019-09-05,fpl_technologies,fintech,Financial Services,pune, Sequoia India,Maiden Round,38.25,9,2019
51,2019-09-04,cashflo,fintech,Invoice discounting platform and SME lending marketplace,mumbai,SAIF Partners,Series A,28.05,9,2019
52,2019-09-04,digital_f5,advertising_marketing,Digital marketing firm,mumbai,TIW Private Equity,Private Equity Round,51.0,9,2019
53,2019-09-04,3rdflix,saas,Education Technology,hyderabad,Exfinity Venture Partners,pre-series A,42.5,9,2019
54,2019-09-04,75f,iot,Building automation system,burnsville,Breakthrough Energy Ventures,Series A,153.0,9,2019
55,2019-09-04,myelin_foundry,information_technology,Deep-technology,bengaluru,Endiya Partners,Seed,8.5,9,2019
56,2019-09-04,atomberg_technology,consumer_technology,"Consumer Electronics, Home Appliances",mumbai,A91 Partners,Series A,85.0,9,2019
57,2019-09-04,goqii,health_and_wellness,Wearable Fitness Bands,menlopark,Bennett Coleman and Company Ltd (BCCL),Series C,3825.0,9,2019
58,2019-09-03,vyapar_app,accounting,Mobile-based Accounting Software,bengaluru,India Quotient,Series A,42.5,9,2019
59,2019-09-03,vyapar_app,accounting,Mobile-based Accounting Software,bengaluru, Axilor Ventures,Series A,42.5,9,2019
60,2019-08-01,cardekho,e_commerce,Automotive,gurgaon,SC GG India Mobility Holdings LLC,Series C,170.0,8,2019
61,2019-08-01,progcap,finance,Supply Chain Management,delhi,Sequoia India,Series A,42.5,8,2019
62,2019-08-01,mypetrolpump,retail,Fuel Delivery,bengaluru,Undisclosed,Seed Funding Round,13.6,8,2019
63,2019-08-01,alteria_capital,finance,VC Funds,mumbai,Azim Premji,Single Venture,1190.0,8,2019
64,2019-08-01,alteria_capital,finance,VC Funds,mumbai, Binny Bansal,Single Venture,1190.0,8,2019
65,2019-08-01,pine_labs,information_technology,Last-mile retail transaction technology,noida,Pine Labs Pte Ltd,Corporate Round,323.68,8,2019
66,2019-08-12,meesho,e_commerce,Social Commerce,bengaluru,Naspers,Series D,1062.5,8,2019
67,2019-08-13,cars24,e_commerce,Car Retail,gurugram,MS Dhoni,Series D,93.5,8,2019
68,2019-08-13,uniphore,customer_service_platform,Conversational AI,paloalto,March Capital Partners,Series C,433.5,8,2019
69,2019-08-23,zendrive,automotive,Road Safety Analytics,sanfrancisco,XL Innovate,Series B,314.5,8,2019
70,2019-08-23,lo_foods,consumer_goods,Low carb food for Diabetics,bengaluru,Rashmi Daga (founder,Seed Round,4.25,8,2019
71,2019-08-23,lo_foods,consumer_goods,Low carb food for Diabetics,bengaluru, FreshMenu),Seed Round,4.25,8,2019
72,2019-08-23,lo_foods,consumer_goods,Low carb food for Diabetics,bengaluru, Raveen Sastry (co-founder,Seed Round,4.25,8,2019
73,2019-08-23,lo_foods,consumer_goods,Low carb food for Diabetics,bengaluru, Myntra) and Mitesh Shah (finance chief,Seed Round,4.25,8,2019
74,2019-08-23,lo_foods,consumer_goods,Low carb food for Diabetics,bengaluru, BookMyShow),Seed Round,4.25,8,2019
75,2019-08-23,tala,fintech,Digital Lending Platform,santamonica,RPS Ventures,Series D,935.0,8,2019
76,2019-08-22,indwealth,fintech,Wealth Management,gurgaon,Tiger Global Management,Venture Round,127.5,8,2019
77,2019-08-21,hungerbox,food_and_beverage,B2B Foodtech,bengaluru,One97 Communications Ltd.,Series C,56.015,8,2019
78,2019-08-23,admitkard,edtech,University Admissions,noida,Growth DNA,Seed Round,8.5,8,2019
79,2019-08-19,grofers,e_commerce,Grocery Delivery,gurgaon,Softbank Vision Fund,Series F,595.0,8,2019
80,2019-08-27,rapido_bike_taxi,transportation,Bike Taxi,bengaluru,Westbridge Capital,Series B,33150.0,8,2019
81,2019-07-02,renewbuy,finance,Auto Insurance,gurgaon,Lok Capital,Series B,161.5,7,2019
82,2019-07-02,renewbuy,finance,Auto Insurance,gurgaon, IIFL Wealth,Series B,161.5,7,2019
83,2019-07-02,atlan,information_technology,Big Data,singapore,WaterBridge Ventures,Pre-Series A,21.25,7,2019
84,2019-07-01,wizcounsel,compliance,Consulting,delhi,Kapil Dev,Angel,1.2325,7,2019
85,2019-07-03,ola_cabs,transport,Cabs,kormangala,DIG Investment Ab,Series J,8.5,7,2019
86,2019-07-03,ola_cabs,transport,Cabs,kormangala, Deshe Holdings,Series J,8.5,7,2019
87,2019-07-03,ola_cabs,transport,Cabs,kormangala, Samih Toukan and Hussam Khoury,Series J,8.5,7,2019
88,2019-07-01,uniphore,artificial_intelligence,Speech Recognition,taramani,March Capital Partners,Series C,323.68,7,2019
89,2019-07-04,daalchini_technologies,food_and_beverage,Digital Vending Machine,delhi,Artha Venture,Seed Round,4.25,7,2019
90,2019-07-10,byjus,edtech,Education,bengaluru,Qatar Investment Authority,Private Equity Round,1275.0,7,2019
91,2019-07-11,moglix,e_commerce,Industrial Tools and Equipments,singapore,Composite Capital Management,Series D,510.0,7,2019
92,2019-07-11,moglix,e_commerce,Industrial Tools and Equipments,singapore, Sequoia Capital India,Series D,510.0,7,2019
93,2019-07-11,moglix,e_commerce,Industrial Tools and Equipments,singapore, Tiger Global Management,Series D,510.0,7,2019
94,2019-07-10,ezyhaul,tech,Logistics,singapore,Undisclosed,Series B,136.0,7,2019
95,2019-07-10,indus_os,tech,Smartphone Operating System,,Ventureast,Series B,48.875,7,2019
96,2019-07-10,indus_os,tech,Smartphone Operating System,heri,Ventureast,Series B,48.875,7,2019
97,2019-07-10,healthassure,health_care,Primary care medical network,mumbai,Blume Ventures,Series A,21.25,7,2019
98,2019-07-09,house_of_msasaba,luxury_label,Clothes and Apparel,mumbai,Binny Bansal,Series A,8.5,7,2019
99,2019-07-08,board_infinity,edtech,Full-stack career platform,chembur,Multiple Angel Investors,Angel Round,2.7166425,7,2019
100,2019-06-05,nobroker,e_commerce,Real Estate,bengaluru,General Atlantic,Series C,433.5,6,2019
101,2019-06-04,bira91,food_and_beverage,Brewery,delhi,Anicut Capital,Debt Funding,85.0,6,2019
102,2019-06-03,avail_finance,finance,FinTech,bengaluru,Matrix Partners,Series A,76.5,6,2019
103,2019-06-04,bharatpe,finance,FinTech,delhi,Insight Partners,Series B,637.5,6,2019
104,2019-06-04,recykal,waste_management_service,Optimization,hyderabad,Triton Investment Advisors,pre-Series A,221.0,6,2019
105,2019-06-04,recykal,waste_management_service,Optimization,hyderabad, Pidilite Industries director Ajay Parekh,pre-Series A,221.0,6,2019
106,2019-06-03,agara_labs,deep_tech,Artificial Intelligence,bengaluru,Blume Ventures and RTP Global,pre-Series A,21.25,6,2019
107,2019-06-06,chakr_innovation,energy,Renewable Energy,delhi,IAN Fund,Series A,221.0,6,2019
108,2019-06-10,bolo_app,digital_media,Video Platform,bengaluru,Nexus Venture Partners,Seed Funding,3.6567,6,2019
109,2019-06-10,okcredit,fintech,Financial Services,haryana,Tiger Global Management,Series A,131.75,6,2019
110,2019-06-06,biz2credit,fintech,Online Lending Platform,newyork,WestBridge Capital,Series B,442.0,6,2019
111,2019-06-08,vogo_automotive,transportation,Dockless Scooter Rental Company,karnataka,Alteria Capital,Debt Funding,30.464,6,2019
112,2019-06-04,leegality,services,Digital Documentation,mumbaiORbengaluru,Mumbai Angels,Series A,28.9,6,2019
113,2019-05-06,saahas_zero_waste,waste_management_service,Optimization,bengaluru,C4D Partners,Venture - Series Unknown,7.3831,5,2019
114,2019-05-01,blackbuck,transport,Logistics,bengaluru,Goldman Sachs Investment Partners and Silicon Valley-based Accel,Series D,1275.0,5,2019
115,2019-05-01,blackbuck,transport,Logistics,bengaluru, Wellington,Series D,1275.0,5,2019
116,2019-05-01,blackbuck,transport,Logistics,bengaluru, Sequoia Capital,Series D,1275.0,5,2019
117,2019-05-01,blackbuck,transport,Logistics,bengaluru, B Capital,Series D,1275.0,5,2019
118,2019-05-01,blackbuck,transport,Logistics,bengaluru, LightStreet,Series D,1275.0,5,2019
119,2019-05-01,blackbuck,transport,Logistics,bengaluru, Sands Capital and International Finance Corporation,Series D,1275.0,5,2019
120,2019-05-01,blackbuck,transport,Logistics,bengaluru,,Series D,1275.0,5,2019
121,2019-05-02,zenoti,saas,Beauty and Wellness Industry,hyderabad,Tiger Global Management,Series C,425.0,5,2019
122,2019-05-28,ather_energy,automobile,Electric Vehicle,bengaluru,Sachin Bansal,Series C,433.5,5,2019
123,2019-05-28,freshvnf,agtech,Fresh Agriculture Produces,mumbai,Equanimity Ventures,Seed Round,1190.0,5,2019
124,2019-05-30,glowroad,e_commerce,Retail,bengaluru,Korea Investment Partners,Series B,97.75,5,2019
125,2019-05-30,glowroad,e_commerce,Retail,bengaluru, Vertex Ventures,Series B,97.75,5,2019
126,2019-05-31,bira91,food_and_beverage,Brewery,delhi,Sixth Sense Ventures,Series B,47.6,5,2019
127,2019-04-16,kuvera,finance,Wealth Management,bengaluru,Eight Roads,Series A,382.5,4,2019
128,2019-04-12,medlife,e_commerce,Online Medicine,bengaluru,Prasid Uno Family Trust,Private Equity,144.5,4,2019
129,2019-04-10,kabadiwala,e_commerce,Waste Management,bhopal,Unilever,Private Equity,3.6606525,4,2019
130,2019-04-10,kabadiwala,e_commerce,Waste Management,bhopal, Beehive Capital Advisor,Private Equity,3.6606525,4,2019
131,2019-04-10,kabadiwala,e_commerce,Waste Management,bhopal, ABCOM Investments,Private Equity,3.6606525,4,2019
132,2019-04-10,kabadiwala,e_commerce,Waste Management,bhopal, Parekh Marine Transport,Private Equity,3.6606525,4,2019
133,2019-04-10,kabadiwala,e_commerce,Waste Management,bhopal,,Private Equity,3.6606525,4,2019
134,2019-04-13,tripoto,social_media,Travel,delhi,Orchid India,Series B,30.5266875,4,2019
135,2019-04-13,tripoto,social_media,Travel,delhi, Hornbill Orchid India Fund,Series B,30.5266875,4,2019
136,2019-04-13,tripoto,social_media,Travel,delhi, Chiratae Ventures (formerly IDG Ventures),Series B,30.5266875,4,2019
137,2019-04-13,tripoto,social_media,Travel,delhi, 3one4 Capital,Series B,30.5266875,4,2019
138,2019-04-13,tripoto,social_media,Travel,delhi, Lasmer NV,Series B,30.5266875,4,2019
139,2019-04-12,azah,health_and_wellness,Organic wellness,gurugram,Unnamed angel investors,Seed Funding,1.7,4,2019
140,2019-04-11,setu,fintech,Banking,bengaluru,Lightspeed India Partners,Seed Funding,29.75,4,2019
141,2019-04-10,toppr,edtech,E-learning,mumbai,Milestone,Debt and Preference capital,53.72697,4,2019
142,2019-04-10,craftsvilla,e_commerce,Fashion and Apparel,mumbai,Supera Pte Ltd,Inhouse Funding,20.7697075,4,2019
143,2019-04-10,unacademy,edtech,E-learning,bengaluru,Kalyan Krishnamurthy,Seed/ Angel Funding,2.6095,4,2019
144,2019-04-11,clevertap,saas,Mobile analytics and marketing,mumbai,Sequoia India,Series B,221.0,4,2019
145,2019-04-11,clevertap,saas,Mobile analytics and marketing,mumbai, Tiger Global Management,Series B,221.0,4,2019
146,2019-04-11,clevertap,saas,Mobile analytics and marketing,mumbai, Accel Partners,Series B,221.0,4,2019
147,2019-04-19,my_healthcare,e_commerce,Software Solutions,bengaluru,Sixth Sense Ventures,Series A,25.5,4,2019
148,2019-04-19,my_healthcare,e_commerce,Software Solutions,gurugram,Sixth Sense Ventures,Series A,25.5,4,2019
149,2019-04-17,shuttl,transportation,Bus Aggregation,gurugram,New Atlantic Ventures,Venture Round,42.5,4,2019
150,2019-04-17,increff,technology,Supply-chain technology solutions,bengaluru,021 Capita,Series A,25.5,4,2019
151,2019-04-17,increff,technology,Supply-chain technology solutions,bengaluru, Binny Bansal,Series A,25.5,4,2019
152,2019-02-08,zilingo,ecommerce,Fashion & Apparel,indiaORsingapore,Sequoia Capital and Temasek Holdings,Series D,1921.0,2,2019
153,2019-02-08,zilingo,ecommerce,Fashion & Apparel,indiaORsingapore, EDBI,Series D,1921.0,2,2019
154,2019-02-08,zilingo,ecommerce,Fashion & Apparel,indiaORsingapore, Burda Principal Investments,Series D,1921.0,2,2019
155,2019-02-08,zilingo,ecommerce,Fashion & Apparel,indiaORsingapore, and Sofina,Series D,1921.0,2,2019
156,2019-02-13,nanoclean_global,nanotechnology,Anti-Pollution,delhi,LetsVenture,Series A,5.1,2,2019
157,2019-02-13,nanoclean_global,nanotechnology,Anti-Pollution,delhi, PitchRight Venture,Series A,5.1,2,2019
158,2019-02-13,nanoclean_global,nanotechnology,Anti-Pollution,delhi, 91SpringBoard,Series A,5.1,2,2019
159,2019-02-13,nanoclean_global,nanotechnology,Anti-Pollution,delhi, AL Nour International Holdings and Mark V Investments,Series A,5.1,2,2019
160,2018-02-14,oyo,hospitality,Budget Rooms,gurgaon,DiDi Chuxing,Equity,850.0,2,2018
161,2019-01-03,cardekho,automobile,Online Marketplace,jaipur,Sequoia India,Series C,935.0,1,2019
162,2019-01-03,cardekho,automobile,Online Marketplace,jaipur, Hillhouse Capital,Series C,935.0,1,2019
163,2019-01-03,cardekho,automobile,Online Marketplace,jaipur, Alphabet\\xe2\\x80\\x99s growth investment arm Capital G and Axis Bank,Series C,935.0,1,2019
164,2019-01-04,vyome_therapeutics_inc,health_and_wellness,Specialty pharmaceutical,indiaORus,Iron Pillar,Series D,187.0,1,2019
165,2019-01-04,vyome_therapeutics_inc,health_and_wellness,Specialty pharmaceutical,indiaORus, Perceptive Advisors,Series D,187.0,1,2019
166,2019-01-04,vyome_therapeutics_inc,health_and_wellness,Specialty pharmaceutical,indiaORus, Romulus Capital and Kalaari Capital,Series D,187.0,1,2019
167,2019-01-04,samunnati_financial_intermediation__services_pvt_ltd,finance,Non-banking financial company,chennai,MASSIF,Debt-Funding,42.5,1,2019
168,2019-01-04,samunnati_financial_intermediation__services_pvt_ltd,finance,Non-banking financial company,chennai, a Dutch government fund,Debt-Funding,42.5,1,2019
169,2018-12-04,manch,social_media,Hyperlocal Content,delhi,Stellaris Venture Partners,Seed Funding,5.95,12,2018
170,2018-12-01,urbanclap_technologies_pvt_ltd,services_platform,Home services marketplace,delhi,Steadview Capital and Vy Capital.,Series D,425.0,12,2018
171,2018-12-02,guiddoo,travel_tech,Platform for travel agents,mumbai,Individual Investors,Pre-Series A,6.8,12,2018
172,2018-12-02,career_anna,online_education,"Video-based certification, trainings",gurugram,Individual Investors,Pre-Series A,4.862,12,2018
173,2018-12-04,nagpur_wholesale,online_marketplace,eCommerce,nagpur,Omphalos Ventures India LLP,Seed Funding,1.2155,12,2018
174,2018-12-06,shopkirana,b2b,eCommerce,indore,Info Edge,Seed Funding,17.0,12,2018
175,2018-12-06,shopkirana,b2b,eCommerce,indore, AET Fund,Seed Funding,17.0,12,2018
176,2018-12-06,shopkirana,b2b,eCommerce,indore, Akatsuki and Incubate Fund from Japan and Better Capital AngelList syndicate.,Seed Funding,17.0,12,2018
177,2018-12-06,buildsupply,saas_ecommerce,"Real Estate, ERP",gurugram,Venture Highway,Series A,29.75,12,2018
178,2018-12-06,buildsupply,saas_ecommerce,"Real Estate, ERP",gurugram, GREE Ventures,Series A,29.75,12,2018
179,2018-12-06,buildsupply,saas_ecommerce,"Real Estate, ERP",gurugram, Space Matrix,Series A,29.75,12,2018
180,2018-12-06,buildsupply,saas_ecommerce,"Real Estate, ERP",gurugram, Individual Investors,Series A,29.75,12,2018
181,2018-11-01,godesi,food_and_beverage,Regional Flavours,bengaluru,Lead Angels Network,Seed/ Angel Funding,1.1814575,11,2018
182,2018-11-03,veritas_finance_ltd,nbfc,MSME Finance,chennai,Norwest Venture Partners,Series D,236.2915,11,2018
183,2018-11-03,veritas_finance_ltd,nbfc,MSME Finance,chennai, CDC Group,Series D,236.2915,11,2018
184,2018-11-03,veritas_finance_ltd,nbfc,MSME Finance,chennai, the UK\\xe2\\x80\\x99s Development Finance Institution and P Surendra Pai,Series D,236.2915,11,2018
185,2018-11-06,meesho,ecommerce,Social Commerce,bengaluru,Shunwei Capital,Series C,425.0,11,2018
186,2018-11-06,meesho,ecommerce,Social Commerce,bengaluru, DST Partners and RPS Ventures,Series C,425.0,11,2018
187,2018-11-08,mobile_premier_league,gaming,Mobile e-Sports,bengaluru,Undisclosed,Series A,4.25,11,2018
188,2018-11-08,ar_bon_vivants,food,Meat Retail Chain,jaipur,RB Investments,Equity,8.5,11,2018
189,2018-11-08,ar_bon_vivants,food,Meat Retail Chain,jaipur, Singapore,Equity,8.5,11,2018
190,2018-11-12,blackbuck,food_tech,POS For Online Ordering,newyorkORbengaluru,Tiger Global,Series A,8.5,11,2018
191,2018-11-12,milkbasket,food,Micro-delivery grocery service,delhi,Mayfield Fund,Series B,11.05,11,2018
192,2018-11-13,driveu,transport,On-Demand Drivers,bengaluru,Stevens Creek Ventures,Mezzanine,8.5,11,2018
193,2018-11-14,cleansecar,services,Car Wash,bengaluru,Venture Catalysts,Seed/ Angel Funding,4.25,11,2018
194,2018-11-19,automation_anywhere,automation,Robotics,california,SoftBank Vision Fund,Series B,2550.0,11,2018
195,2018-11-20,healthifyme,health_and_wellness,Wellness Coach,bengaluru,Sistema Asia Fund,Series B (Extension),51.0,11,2018
196,2018-11-20,healthifyme,health_and_wellness,Wellness Coach,bengaluru, VC Samsung NEXT,Series B (Extension),51.0,11,2018
197,2018-11-20,healthifyme,health_and_wellness,Wellness Coach,bengaluru, Chiratae Ventures,Series B (Extension),51.0,11,2018
198,2018-11-20,healthifyme,health_and_wellness,Wellness Coach,bengaluru, Inventus Capital,Series B (Extension),51.0,11,2018
199,2018-11-20,healthifyme,health_and_wellness,Wellness Coach,bengaluru, Blume Ventures and Innoven Capital.,Series B (Extension),51.0,11,2018
200,2018-11-21,genius_corner,education,Personalized Learning,noida,Individual investors,Seed Funding,2.363,11,2018
201,2018-11-22,aavishkaarintellecap_group,investment,SME Funding,mumbai,Teachers Insurance and Annuity Association (TIAA),Equity Based Funding,263.5,11,2018
202,2018-11-23,signzy,financial_tech,Digital Onboarding Solution,mumbaiORbengaluru,Stellaris Venture Partners and Kalaari Capital,Series A,28.9,11,2018
203,2018-11-23,signzy,financial_tech,Digital Onboarding Solution,mumbaiORbengaluru, Rajan Anandan from Google,Series A,28.9,11,2018
204,2018-11-23,signzy,financial_tech,Digital Onboarding Solution,mumbaiORbengaluru, Dilip Khandwelwal from SAP Labs India,Series A,28.9,11,2018
205,2018-11-23,signzy,financial_tech,Digital Onboarding Solution,mumbaiORbengaluru, and Amrish Rau from PayU India,Series A,28.9,11,2018
206,2018-11-24,engineerai,software,AI Platform,indiaORus,Lakestar and Jungle Ventures,Series A,250.75,11,2018
207,2018-11-24,engineerai,software,AI Platform,indiaORus, Softbank\\xe2\\x80\\x99s DeepCore.,Series A,250.75,11,2018
208,2018-11-25,incred_finance,finance,SME Lending,india,Paragon Partners,Private Equity,357.0,11,2018
209,2018-11-25,incred_finance,finance,SME Lending,india, Individual Investors,Private Equity,357.0,11,2018
210,2018-11-25,roposo,social_media,Video Sharing,delhi,Bertelsmann India Investments,Series B,14.45,11,2018
211,2018-10-01,northmist,fashion,Mens Wear,delhi,Prashant Jaiswal,Seed/ Angel Funding,0.0,10,2018
212,2018-10-02,origo_commodities_india_pvt_ltd,logistics,Supply Chain,hyderabad,Cooperative Oikocredit,Seed/ Angel Funding,93.5,10,2018
213,2018-10-02,origo_commodities_india_pvt_ltd,logistics,Supply Chain,hyderabad, Caspian and Hivos-Triodos Fund,Seed/ Angel Funding,93.5,10,2018
214,2018-10-04,grover_zampa,food,Wine,mumbai,Ravi Viswanathan,Private Equity,69.7,10,2018
215,2018-10-05,droom,automobile,New and Used Cars Platform,gurgaon,ZigExN,Series E,25.5,10,2018
216,2018-10-11,innov8,real_estate,Co-Working,delhi,Credence Family Office,Pre-Series A,34.0,10,2018
217,2018-10-12,blackbuck,logistics_tech,Largest Trucking Platform,bengaluru,Sequoia Capital India,Private Funding,124.78,10,2018
218,2018-10-12,letstransport,logistics_tech,Book Trucks Online,bengaluru,Fosun International,Series C,102.0,10,2018
219,2018-09-01,netmeds,consumer_internet,Online Pharmacy Chain,chennai,Sistema Asia Fund,Private Equity,297.5,9,2018
220,2018-09-01,netmeds,consumer_internet,Online Pharmacy Chain,chennai, Sistema JSFC and Tanncam Investment,Private Equity,297.5,9,2018
221,2018-09-03,udaan,b2b_platform,Logistics and Shipping,bengaluru,DST Global and Lightspeed Venture Partners\\xe2\\x80\\x99 global fund.,Private Equity,1912.5,9,2018
222,2018-09-03,daily_hunt,consumer_internet,News and ebooks Mobile App\\xc2\\xa0,bengaluru,Falcon Edge,Private Equity,54.315,9,2018
223,2018-09-04,3hcare,healthcare,Healthcare Service Provider,delhi,Undisclosed,Seed / Angel Funding,8.5,9,2018
224,2018-09-04,happygoeasy,consumer_internet,Online Travel Agecy,gurugram,Korea Investment Partners (KIP),Private Equity,0.0,9,2018
225,2018-09-04,happygoeasy,consumer_internet,Online Travel Agecy,gurugram, Samsung and China-based CITIC Capital and others,Private Equity,0.0,9,2018
226,2018-09-05,nykaa,consumer_internet,Online Marketplace For Multi-brand Beauty Cosmetic and Wellness Products,mumbai,Lighthouse,Private Equity,1336.2,9,2018
227,2018-09-05,mad_street_den,technology,Computer Vision And Artificial Intelligence (Ai) Platform,chennai,KDDI\\xc2\\xa0,Private Equity,0.0,9,2018
228,2018-09-06,dream11,consumer_internet,Online Gaming Platform,mumbai,Tencent,Private Equity,850.0,9,2018
229,2018-09-06,dream11,consumer_internet,Online Gaming Platform,mumbai, Kalaari Capital and Private equity firm Multiples Alternate Asset Management,Private Equity,850.0,9,2018
230,2018-09-10,mamaearth,healthcare,Online Marketplace For Mother and Babycare Products,gurugram,Stellaris Ventures & Others,Private Equity,34.0,9,2018
231,2018-09-11,autogrid,technology,AI-Based Energy Optimisation and Control Provider,bengaluru,CLP Holdings Group,Private Equity,272.0,9,2018
232,2018-09-11,autogrid,technology,AI-Based Energy Optimisation and Control Provider,bengaluru, Innogy,Private Equity,272.0,9,2018
